Time_h,Load_W_shape,Solar_W_shape,Wind_W_shape,Wave_W_shape,Hydrogen_g_per_h_shape,PotableWater_L_per_h_shape
47,380.76971799690006,0.0,37.49133813516,319.92,0.0,0.0
48,364.3315310457,0.0,42.29216665164,269.51,1000.0,1000.0
49,350.70903978390004,0.0,44.643971550690004,260.48,0.0,0.0
50,343.8179046522001,0.0,43.99605642096,291.80,0.0,0.0
51,340.8253756785,0.0,40.84535403990001,357.68,0.0,0.0
52,347.51126412540003,0.0,39.79342753856999,426.53,0.0,0.0
53,365.23739673810013,0.0,41.35905845703,266.78,0.0,0.0
54,394.3459238823001,0.6695296991109002,44.87334826482,317.94,0.0,0.0
55,405.6518123091001,29.860874561187003,41.100281422020004,358.69,0.0,0.0
56,405.6946387992,97.46566483842001,33.60666349773,299.06,0.0,0.0
57,399.09966373260005,138.43275117255,27.41090782743,413.10,0.0,0.0
58,385.578246015,154.44282984579004,24.595036391520004,255.51,0.0,0.0
59,372.70961990280006,165.90421062423,25.31973307338,335.03,0.0,0.0
60,365.07918372209997,166.51260931635,32.54248467684,297.07,0.0,0.0
61,360.59256557730004,163.01748481182003,39.587637668579994,398.36,0.0,0.0
62,359.53889841180006,157.64725196351998,45.10742468454,379.34,0.0,0.0
63,366.8323365324,143.98023391802997,54.425009515320006,234.32,0.0,0.0
64,378.1221500601,111.42724872572998,58.15074700764001,316.28,0.0,0.0
65,398.19335710949997,84.68031647016004,57.37624630587,0.00,0.0,0.0
66,421.56224601750006,27.490368447351,62.11544243211,320.40,0.0,0.0
67,447.47026068509996,0.24998371044120005,63.85011793119,292.11,0.0,0.0
68,448.8695315487,0.0,65.02426568567999,251.50,0.0,0.0
69,430.1271404235,0.0,64.82119622301,273.97,0.0,0.0
70,404.4713587254,0.0,64.12894613181,269.85,0.0,0.0
71,382.10389615800005,0.0,63.53874361341001,219.35,0.0,0.0
72,367.2870084304689,0.0,64.76044065232544,313.20,1000.0,1000.0
73,352.8693350859377,0.0,64.11936627729494,288.18,0.0,0.0
74,345.1996091625,0.0,63.444526203066594,301.06,0.0,0.0
75,342.2535323250001,0.0,63.75867606621092,266.07,0.0,0.0
76,348.70392490781256,0.0,63.316999028027354,244.62,0.0,0.0
77,367.7412093703125,0.0,58.929449487158216,288.18,0.0,0.0
78,389.3841690984375,0.7133094026098262,56.827031979199226,207.94,0.0,0.0
79,399.79395074531243,41.73507283987426,46.24950424140492,217.64,0.0,0.0
80,395.2700074593751,129.01996578486327,44.806308204931625,265.13,0.0,0.0
81,382.22223818203116,161.60796688710937,44.18728753945405,220.11,0.0,0.0
82,360.84867427968766,154.0008791263406,43.31813067496802,263.26,0.0,0.0
83,348.1528059585937,134.99643480644528,53.59466908016535,260.45,0.0,0.0
84,340.4240417578126,130.20448750664065,57.958370367035315,293.27,0.0,0.0
85,332.38937696718756,126.25272808740235,63.100474337585446,261.39,0.0,0.0
86,332.12260648593775,128.2494575607422,59.57565843349001,283.30,0.0,0.0
87,338.89730209218743,126.4434698405273,62.721161166156044,193.79,0.0,0.0
88,355.55990801953135,121.39675395322267,65.9617495168579,217.64,0.0,0.0
89,381.94326491484384,106.12252691777344,61.44017986287235,212.56,0.0,0.0
90,416.8004477203123,36.26573259700478,53.73814677197857,207.94,0.0,0.0
91,448.2597448476561,0.7728596084455495,54.231642590863046,229.73,0.0,0.0
92,452.9746420945315,0.0,51.91522855186158,208.38,0.0,0.0
93,435.11683762031237,0.0,45.30214637869263,203.40,0.0,0.0
94,409.6052824546875,0.0,40.20288202754517,158.51,0.0,0.0
95,382.9247888015625,0.0,41.57385435547485,197.68,0.0,0.0
96,367.5570727546876,0.0,44.985148779656974,194.45,1000.0,1000.0
97,356.47061127421864,0.0,53.04104193803099,169.64,0.0,0.0
98,348.24478143046883,0.0,63.943226277221584,161.88,0.0,0.0
99,346.29424088906256,0.0,68.70541509027102,137.98,0.0,0.0
100,352.7633104289063,0.0,70.05311612940676,156.42,0.0,0.0
101,371.9957716523438,0.0,69.65299648355715,150.55,0.0,0.0
102,394.22147427421845,1.5752073263817787,71.2901596175354,152.97,0.0,0.0
103,405.47854314609384,54.32505743781739,73.84147695743405,178.68,0.0,0.0
104,405.9288666117186,128.58391091396484,81.14245940465698,177.14,0.0,0.0
105,385.8064516429689,144.04122959296873,82.23613341291504,166.54,0.0,0.0
106,365.883864077344,141.82412282091812,70.18186237703551,154.83,0.0,0.0
107,353.3110111031249,151.9156127241211,57.63443902362669,141.48,0.0,0.0
108,345.1786465289063,157.2490627388672,54.37671773155518,142.17,0.0,0.0
109,337.14454552734355,152.3448674472657,55.9090602477173,143.51,0.0,0.0
110,332.25123167343753,156.97442962148438,55.41591159805298,181.00,0.0,0.0
111,338.091937265625,148.89814785468752,61.7704890374634,115.34,0.0,0.0
112,354.53401245937494,136.238681296582,69.79563478236695,135.65,0.0,0.0
113,386.69548786640615,112.2463252174805,74.4815512730164,123.66,0.0,0.0
114,414.8566393382811,41.49784106136189,74.23728266400506,152.97,0.0,0.0
115,441.7730627765624,0.8500103899792666,75.1738179548401,124.96,0.0,0.0
116,446.1521849484376,0.0,75.98353351159062,164.85,0.0,0.0
117,429.21450211406267,0.0,78.80223672319336,140.85,0.0,0.0
118,405.73785930000014,0.0,75.57816321589966,142.13,0.0,0.0
119,380.359740534375,0.0,65.43323698502198,132.44,0.0,0.0
120,360.07210716093766,0.0,63.071788967980936,0.00,1000.0,1000.0
121,344.7284872593752,0.0,65.61528553103025,0.00,0.0,0.0
122,337.8981067453122,0.0,64.86890655480715,172.78,0.0,0.0
123,336.1611465140626,0.0,71.40186328549808,176.44,0.0,0.0
124,342.0724949156249,0.0,73.99504978978273,180.06,0.0,0.0
125,361.52547428203144,0.0,66.3115158018677,212.76,0.0,0.0
126,387.0130933945312,1.8594453509458062,62.319887186169396,177.18,0.0,0.0
127,397.5180994125,54.16311519605713,56.05641052536622,187.66,0.0,0.0
128,395.59597929843756,141.71309100322273,50.02294773625487,203.74,0.0,0.0
129,377.3703323039062,166.33316888320317,45.87828226664426,233.25,0.0,0.0
130,356.2402384171876,171.59810585376636,37.37546704328715,0.00,0.0,0.0
131,340.73594939062497,165.73993701269535,36.51439444224243,251.60,0.0,0.0
132,332.42942933906244,158.8045054335938,37.835300421139536,286.14,0.0,0.0
133,327.2619579328126,145.7963980294922,46.383071179156495,292.75,0.0,0.0
134,326.0279148374999,141.58637232919924,56.7121162000946,0.00,0.0,0.0
135,333.62439782812515,139.9241734959961,58.22915924496459,221.67,0.0,0.0
136,349.31380701328106,141.09290875048828,56.062589344702126,220.52,0.0,0.0
137,377.87447037187513,121.28469401396487,63.67242370545046,248.82,0.0,0.0
138,405.3581164476564,40.10896665615241,69.9300890492167,220.45,0.0,0.0
139,437.6382694921877,0.7583943825121882,71.30992130852053,242.71,0.0,0.0
140,441.6087705000002,0.0,70.67350255272218,0.00,0.0,0.0
141,425.43566771249994,0.0,72.61414443178715,228.22,0.0,0.0
142,401.48687813437465,0.0,72.31725637835083,240.74,0.0,0.0
143,378.9947190000002,0.0,69.12673320704954,251.60,0.0,0.0
144,358.9465635773438,0.0,71.01291213630982,258.94,1000.0,1000.0
145,344.1655258710939,0.0,70.28608740888977,0.00,0.0,0.0
146,338.9483395453125,0.0,69.36323691694858,195.79,0.0,0.0
147,334.0555715906251,0.0,70.32601225274965,291.75,0.0,0.0
148,329.7356035218751,0.0,66.413445402475,291.75,0.0,0.0
149,337.6894267781249,0.0,59.590290897372455,222.67,0.0,0.0
150,348.3020131124999,1.956986572204686,55.57463908162997,236.23,0.0,0.0
151,350.11856366484386,57.241636043408235,49.77014529464837,266.78,0.0,0.0
152,358.3537383421874,145.20241393886718,45.42256875411002,252.49,0.0,0.0
153,361.9466019609376,174.70799424082034,40.48554146974132,220.11,0.0,0.0
154,357.92739535546883,178.94997999271925,39.90363421638168,231.78,0.0,0.0
155,348.4658498953128,168.4438508988281,41.70664874216824,214.38,0.0,0.0
156,341.50543507968763,157.42875575039065,43.94670986724242,239.53,0.0,0.0
157,336.5710174570312,143.29595839013675,54.73348889691468,174.36,0.0,0.0
158,334.6509228,135.07223020957028,68.60280701410218,184.39,0.0,0.0
159,339.4834276804688,139.51426639980474,70.81749143979494,176.77,0.0,0.0
160,355.86818524921887,141.6410340196289,69.5812079095642,168.07,0.0,0.0
161,378.48220438124986,105.01945163320313,69.94551072544556,166.99,0.0,0.0
162,402.5204413054688,34.52909450111855,64.06051063032669,183.88,0.0,0.0
163,429.8842244320312,0.5544618611882685,48.913725458166496,192.46,0.0,0.0
164,429.83384475937504,0.0,40.6319856192993,188.42,0.0,0.0
165,413.96027194453126,0.0,34.128011892993165,183.88,0.0,0.0
166,392.08261499765615,0.0,34.82910055257567,115.90,0.0,0.0
167,369.8752283484374,0.0,33.792215128051744,149.56,0.0,0.0
168,351.78951491484366,0.0,32.73386081835939,163.43,1000.0,1000.0
169,339.98162568281253,0.0,32.23413959879147,139.56,0.0,0.0
170,331.91033197500013,0.0,33.389805633578916,151.85,0.0,0.0
171,326.40139417265647,0.0,34.52514227612918,121.87,0.0,0.0
172,325.44012772499985,0.0,35.180689564791855,151.65,0.0,0.0
173,329.80605962343765,0.0,31.798796440145853,135.20,0.0,0.0
174,336.93980933437507,1.8248230843109596,33.05365866945192,128.45,0.0,0.0
175,340.66227949218745,31.87034214422607,29.016260816038553,130.21,0.0,0.0
176,349.0280543718751,78.79838394213871,28.547719829951482,145.98,0.0,0.0
177,356.4486031007809,94.57627090810549,30.585910094064317,113.13,0.0,0.0
178,365.8270135406249,103.2308141375786,28.908224970885517,147.27,0.0,0.0
179,365.92485241875,113.91411230097657,24.156611049618537,124.38,0.0,0.0
180,366.8699820281249,111.65541785126955,29.196403592449986,151.85,0.0,0.0
181,365.05917642656283,118.45096060898443,36.390784559692406,146.18,0.0,0.0
182,366.8096627742187,108.76465752626954,36.13209560679932,107.01,0.0,0.0
183,372.4756659140627,101.5827827859375,41.06654662380985,119.52,0.0,0.0
184,377.5450546382813,86.28011175058592,44.159802387799054,135.82,0.0,0.0
185,390.7049640703123,46.43681678364258,43.425185319982916,121.28,0.0,0.0
186,409.5163926421873,11.796784888576383,40.66389056840908,102.09,0.0,0.0
187,430.1452056562498,0.3305492084818841,44.73745765178836,93.63,0.0,0.0
188,429.80042254687515,0.0,44.79947218410644,100.48,0.0,0.0
189,413.2395621375002,0.0,40.361200742028785,67.65,0.0,0.0
190,390.11136160312486,0.0,38.566630479345676,81.63,0.0,0.0
191,365.315854725,0.0,38.91153639151614,103.17,0.0,0.0
192,347.30316364921873,0.0,34.53102012636112,90.55,1000.0,1000.0
193,335.0278783429686,0.0,35.46839202687378,97.82,0.0,0.0
194,335.15579188124974,0.0,36.06970714785501,75.25,0.0,0.0
195,336.3431005289062,0.0,27.42122402905884,68.22,0.0,0.0
196,342.66874193203114,0.0,23.716110201736452,77.81,0.0,0.0
197,362.0364496968752,0.0,21.71916180660095,78.28,0.0,0.0
198,391.03799526562494,1.440183309089757,15.783142289277665,77.81,0.0,0.0
199,404.1005389640624,25.40653928261719,12.905317334017187,77.81,0.0,0.0
200,416.39345724140634,69.49513555166016,10.680290837963108,90.55,0.0,0.0
201,417.00306330937497,83.87531833549805,11.052877503666688,70.90,0.0,0.0
202,408.76697883984366,103.01136355251577,16.50369414579123,71.35,0.0,0.0
203,409.3102617585939,114.60386251816409,20.278363253567502,71.80,0.0,0.0
204,411.2021824218755,127.87422933896482,23.957685316625984,76.40,0.0,0.0
205,406.8481517718752,123.79157587470705,24.20262718465575,74.08,0.0,0.0
206,399.4920657679688,129.38183840654298,26.907647594915787,53.76,0.0,0.0
207,398.8377178781252,117.43567220712893,32.58385024293825,62.41,0.0,0.0
208,406.67775917812537,104.81636499638672,33.53996821818239,54.03,0.0,0.0
209,419.29666220390595,78.44896045283205,28.51319641192017,45.56,0.0,0.0
210,441.1891051664059,27.29060357199685,27.063811217371743,49.80,0.0,0.0
211,462.038446284375,0.5553082087285991,28.522582845190428,40.66,0.0,0.0
212,460.6983323531254,0.0,27.146796827600095,60.92,0.0,0.0
213,442.2356975625,0.0,26.72778718267825,0.00,0.0,0.0
214,415.7143806867185,0.0,24.447004403247092,52.09,0.0,0.0
215,387.94104811640636,0.0,20.96550039763183,34.52,0.0,0.0
216,374.72597317968786,0.0,21.98255992576903,51.51,1000.0,1000.0
217,359.90597235000024,0.0,21.794829471752895,63.88,0.0,0.0
218,350.84840852812533,0.0,22.1227436294078,43.00,0.0,0.0
219,350.23862089218756,0.0,19.479288378808608,46.58,0.0,0.0
220,358.5610556531251,0.0,16.37003139470215,48.67,0.0,0.0
221,378.6376187929685,0.0,14.877010206005862,47.87,0.0,0.0
222,405.9153257929685,2.0702333522581102,10.84626799585877,38.71,0.0,0.0
223,417.0037128023438,36.49150130767822,7.550165855667117,41.50,0.0,0.0
224,414.06607164374986,94.44346480883787,6.503892832209777,41.99,0.0,0.0
225,395.0614081359372,126.70801295654299,6.959008172264097,40.13,0.0,0.0
226,377.91202111406244,140.85715367899493,7.106194288059457,38.44,0.0,0.0
227,374.25417042656255,144.6341270748047,9.692886381015013,36.18,0.0,0.0
228,371.793840977344,150.67137724242798,13.259377291053749,33.34,0.0,0.0
229,372.3983960531251,124.4783878444336,12.802829476831057,36.18,0.0,0.0
230,372.79387953749995,101.60296086272405,15.84719159725715,35.21,0.0,0.0
231,383.92225851562546,111.85435399453122,14.337064513220211,34.95,0.0,0.0
232,398.09246559609386,81.39104915558184,16.4444011218645,24.23,0.0,0.0
233,413.22186250781266,49.26990666585285,22.463459275263094,33.35,0.0,0.0
234,434.60062609921886,14.093769072441097,22.208286303350825,38.07,0.0,0.0
235,454.0047883054688,0.1948090610326766,32.13349462838747,34.27,0.0,0.0
236,455.06618576249986,0.0,38.8884231448242,30.62,0.0,0.0
237,439.80494520468756,0.0,30.52266406691893,33.64,0.0,0.0
238,412.5613232578125,0.0,31.506849039149525,33.74,0.0,0.0
239,385.4577690656252,0.0,33.94014752288818,31.10,0.0,0.0
240,367.3203442218752,0.0,30.120355751586896,37.14,1000.0,1000.0
241,356.7470133843754,0.0,31.273903514556896,37.44,0.0,0.0
242,349.21785971718737,0.0,30.33422062487184,34.58,0.0,0.0
243,345.4817516812498,0.0,31.110281567687984,40.13,0.0,0.0
244,352.6377361968749,0.0,27.987141311846923,29.15,0.0,0.0
245,372.66299676328134,0.0,22.483509549472043,34.65,0.0,0.0
246,399.0171881511189,1.472252236059421,20.366194915972592,25.76,0.0,0.0
247,415.53975740390626,19.606498725952154,12.954372888706969,30.32,0.0,0.0
248,416.94172576875013,38.745478297851584,13.638951213139347,26.66,0.0,0.0
249,409.4951439703127,57.668341817431646,15.692222425497434,32.55,0.0,0.0
250,398.6726036648435,75.89416550332332,16.82704555117169,29.73,0.0,0.0
251,391.3555139343751,94.96010208281253,16.180887140002444,25.48,0.0,0.0
252,387.5471597367189,97.22911800615238,15.088028674436183,26.52,0.0,0.0
253,373.957133477344,93.28951727578126,15.592730010930632,24.83,0.0,0.0
254,370.00246761093774,87.0577623547044,16.5563198275018,21.84,0.0,0.0
255,367.95282896953125,80.77728741386717,16.409846777780917,23.52,0.0,0.0
256,378.5670775453125,65.52736063330077,17.77784153188477,21.86,0.0,0.0
257,401.44995118593755,38.96432171462403,18.616542167907706,17.21,0.0,0.0
258,424.9809338226566,9.847181418841558,23.139171326608274,20.34,0.0,0.0
259,450.9508931249998,0.09204803000907898,31.808804523494075,16.60,0.0,0.0
260,454.9396691859376,0.0,38.71039975109251,20.25,0.0,0.0
261,436.65184964531255,0.0,37.64178905035399,17.64,0.0,0.0
262,413.02804453828105,0.0,37.257330707940675,16.01,0.0,0.0
263,385.0457519390628,0.0,39.0173914445984,20.65,0.0,0.0
264,364.37863752656256,0.0,33.65419020133667,19.26,1000.0,1000.0
265,355.2054152671874,0.0,24.760001172747778,15.40,0.0,0.0
266,348.78797912343776,0.0,17.694174060994893,17.02,0.0,0.0
267,346.86780051562516,0.0,11.853338044596866,17.39,0.0,0.0
268,352.54306063359354,0.0,9.60348496278076,13.76,0.0,0.0
269,371.2384151976559,0.0,10.698984215405273,14.58,0.0,0.0
270,395.7961281210938,2.37127866105373,10.383301595993043,17.80,0.0,0.0
271,406.43871715781233,21.85098676457519,8.014933044241339,13.69,0.0,0.0
272,417.24848654531274,49.49429061705322,9.469491932052613,16.20,0.0,0.0
273,423.2062182117187,64.10377306215823,11.015619843777465,13.69,0.0,0.0
274,422.7548441062501,81.82431010673494,11.460900002507378,12.33,0.0,0.0
275,420.39392270156213,96.2534717548828,11.594842068136598,13.59,0.0,0.0
276,415.95226998750024,114.8000025814453,11.387798767492674,15.40,0.0,0.0
277,412.7805467976561,100.8673232595703,11.383253780813599,11.69,0.0,0.0
278,403.7171494921875,92.70591767167973,12.576971187176515,12.60,0.0,0.0
279,407.44411533984373,84.33721288183595,13.736209073437502,14.04,0.0,0.0
280,408.914542359375,67.90451372431642,18.190122137072745,12.67,0.0,0.0
281,422.4294083249999,51.51629079396976,19.683395818414294,13.51,0.0,0.0
282,435.95578801874973,14.033480854264742,19.25334882126684,14.68,0.0,0.0
283,451.5621779695313,0.9521650712960251,19.342579950915532,13.59,0.0,0.0
284,450.23403975468767,0.0,18.12458733099977,12.43,0.0,0.0
285,433.7132851476561,0.0,20.03142619248051,0.00,0.0,0.0
286,408.31877275078136,0.0,23.506997372827165,10.17,0.0,0.0
287,381.312252911719,0.0,25.64826106966553,10.77,0.0,0.0
288,367.76132918906245,0.0,19.835382047424307,11.68,1000.0,1000.0
289,354.7695656812497,0.0,20.964339901098647,9.63,0.0,0.0
290,345.50110235625,0.0,21.037936380841916,10.32,0.0,0.0
291,341.83935040781256,0.0,20.53257854912108,11.22,0.0,0.0
292,346.4367936984375,0.0,20.5915386783966,11.69,0.0,0.0
293,362.70155563828104,0.0,18.79409453956606,10.72,0.0,0.0
294,384.6695158546875,0.9439568975709908,17.218430297058116,12.71,0.0,0.0
295,394.59397775625,23.78339058568726,11.535527227542117,12.43,0.0,0.0
296,392.19494524687497,58.54574533681638,10.085865642434694,10.73,0.0,0.0
297,389.13598341562505,85.13593556352532,15.202499382083131,11.52,0.0,0.0
298,381.4366976531251,102.50388159452226,14.129767088697443,10.72,0.0,0.0
299,380.4939049992187,116.55503052890627,14.279211404873667,11.90,0.0,0.0
300,372.1277685773439,118.7910877819336,25.027391085557543,10.40,0.0,0.0
301,368.55042688828144,117.92005961865236,24.999661353822322,13.23,0.0,0.0
302,360.23044040624995,110.78514437343752,24.72833976762087,11.52,0.0,0.0
303,359.6590426218749,94.57564963945313,26.84412528576052,12.08,0.0,0.0
304,370.6599970242186,72.93192122329104,29.945309717871094,11.36,0.0,0.0
305,387.48724505625,48.29745844841309,25.147272560485852,14.25,0.0,0.0
306,408.4949732484376,19.969678332046524,25.35098563194576,12.53,0.0,0.0
307,432.4012750453125,0.4275435652011389,28.24435670434571,12.60,0.0,0.0
308,438.4275024609374,0.0,29.2456571020569,13.76,0.0,0.0
309,423.98612184609385,0.0,31.538289682928514,15.02,0.0,0.0
310,402.05352279843765,0.0,31.588202942156954,16.43,0.0,0.0
311,381.56045389453135,0.0,40.38630625808715,14.68,0.0,0.0
312,365.82742680000007,0.0,41.507891030804466,21.07,1000.0,1000.0
313,349.9471399546872,0.0,49.481096494110375,18.42,0.0,0.0
314,339.2435834062499,0.0,56.115424050402815,16.20,0.0,0.0
315,334.0327388109375,0.0,53.12719573298035,19.49,0.0,0.0
316,334.71462180000003,0.0,50.72423515996399,18.96,0.0,0.0
317,340.0842924679685,0.0,50.217141117022706,18.01,0.0,0.0
318,347.53995529453124,2.6774804510862342,46.87672850961912,22.81,0.0,0.0
319,344.29372779843777,46.05659296743164,48.578698311987296,21.86,0.0,0.0
320,337.7814257578124,103.70768381572266,49.01413871833191,26.61,0.0,0.0
321,329.8426199296875,128.77819304209484,45.644076042159384,26.52,0.0,0.0
322,318.1038249398437,126.96070197421874,41.116557335403435,20.56,0.0,0.0
323,308.71916405156264,150.87391757314452,27.624939282742307,32.95,0.0,0.0
324,302.07487452890643,157.321085372168,25.90121666848756,34.24,0.0,0.0
325,295.8523777968751,155.48801035664061,34.181206467443836,25.76,0.0,0.0
326,292.0917326249999,129.7608955330078,44.46491544257811,28.05,0.0,0.0
327,299.1477717433593,121.5102946804688,58.127455234533684,35.22,0.0,0.0
328,317.60093059453135,118.05268568642582,68.28294638466798,22.38,0.0,0.0
329,348.03720186796903,105.48009305292544,73.93595273965592,35.53,0.0,0.0
330,379.7271558187503,43.761827418951405,77.56507063460081,36.88,0.0,0.0
331,410.6600699929689,1.9118148996562956,81.23384875411378,40.13,0.0,0.0
332,417.24516126562486,0.0,78.08938513710939,37.46,0.0,0.0
333,402.1253202796877,0.0,76.66139167615358,40.33,0.0,0.0
334,380.5385737476563,0.0,74.73470118389282,28.72,0.0,0.0
335,357.18036285468776,0.0,79.65955945015868,30.91,0.0,0.0
336,340.8220504992189,0.0,75.37276296302493,34.90,1000.0,1000.0
337,330.04819503281254,0.0,77.70810974430563,42.20,0.0,0.0
338,323.94433864453157,0.0,69.00968436990966,39.38,0.0,0.0
339,318.43278107578135,0.0,70.47269159853518,32.21,0.0,0.0
340,316.7770434046875,0.0,68.57240256177981,52.51,0.0,0.0
341,319.8003483867189,0.0,61.59315262593381,33.14,0.0,0.0
342,324.02905315078135,4.448526649158383,57.94840675107421,53.35,0.0,0.0
343,325.10495492812487,60.29540494409181,56.428331760095205,29.16,0.0,0.0
344,327.3110773875002,125.20300962041017,51.34371713715821,50.00,0.0,0.0
345,329.7737712445312,144.3671827773227,51.768271274938954,30.03,0.0,0.0
346,329.02355176171886,140.47900982226562,51.71926316824955,31.07,0.0,0.0
347,328.64329054218763,156.72111044003913,46.47479712301025,33.74,0.0,0.0
348,323.78813456953145,155.2820041042969,49.0419153701294,46.16,0.0,0.0
349,318.2354392054691,153.03216248759767,54.970467914154085,40.47,0.0,0.0
350,316.10011307343774,147.49241360302733,57.402044496588154,41.84,0.0,0.0
351,322.85903868281247,155.25018171796873,52.5975850767334,41.03,0.0,0.0
352,338.56533121875026,143.72858372519534,51.852845285559106,34.04,0.0,0.0
353,357.4697131476561,112.62566043055257,52.077880121120515,30.24,0.0,0.0
354,382.1041243335936,35.527270539184585,53.458524020892334,33.27,0.0,0.0
355,407.24576323124984,1.4131015851173414,49.96534050975952,45.73,0.0,0.0
356,414.20439814687506,0.0,49.02830127747802,32.00,0.0,0.0
357,401.1679805531251,0.0,47.90105702722776,33.91,0.0,0.0
358,379.6727308101562,0.0,52.55063037438356,33.34,0.0,0.0
359,356.0096516789062,0.0,54.76405000490113,24.99,0.0,0.0
360,339.93803932968746,0.0,52.19242027922975,39.12,1000.0,1000.0
361,329.12729819296925,0.0,61.315499260667394,30.62,0.0,0.0
362,319.365782765625,0.0,79.96489813293456,30.03,0.0,0.0
363,317.3091090726559,0.0,80.11890468722538,29.73,0.0,0.0
364,323.3876500171876,0.0,80.73796536952516,32.72,0.0,0.0
365,342.92330711718733,0.0,70.01360954406735,24.45,0.0,0.0
366,366.49929095859414,4.994029685816568,62.47846476207275,31.07,0.0,0.0
367,379.6998084234376,59.40496743837891,55.98105590010682,32.42,0.0,0.0
368,380.7037849406251,130.7875516157227,54.23586420582276,29.73,0.0,0.0
369,369.9687528257814,163.22785599898486,48.13040714233271,28.58,0.0,0.0
370,360.6337529882814,173.48619886523434,48.67594780081788,27.18,0.0,0.0
371,358.13487176250015,176.93087769082035,46.92414665797121,31.07,0.0,0.0
372,358.53033341249994,182.27335164257815,45.805642719255076,39.98,0.0,0.0
373,358.7586222820313,189.85464376523453,42.1437637431839,41.03,0.0,0.0
374,356.7889999312501,191.5251928124998,44.95091554326786,39.98,0.0,0.0
375,358.75983488671886,183.18284330859385,51.43408044635698,43.56,0.0,0.0
376,364.762945914844,164.04859319355467,51.10516135033092,36.55,0.0,0.0
377,381.67182801328113,127.95991215880176,55.429394274063554,43.94,0.0,0.0
378,407.54089620703155,47.471432432995606,54.2619022309204,34.58,0.0,0.0
379,432.22610554453115,1.904248665892697,56.44390029171751,31.10,0.0,0.0
380,439.067479905469,0.0,61.36737786963504,32.95,0.0,0.0
